Date,Open,High,Low,Close,Adj Close,Volume
2023-04-24,65300.000000,65700.000000,64800.000000,65200.000000,65200.000000,12986581
2023-04-25,65300.000000,65400.000000,63400.000000,63600.000000,63600.000000,16193271
2023-04-26,63600.000000,64300.000000,63300.000000,64100.000000,64100.000000,12664541
2023-04-27,64100.000000,65000.000000,63300.000000,64600.000000,64600.000000,14779601
2023-04-28,65200.000000,65900.000000,65000.000000,65500.000000,65500.000000,19699481
2023-05-02,66000.000000,66300.000000,65100.000000,65700.000000,65700.000000,14396948
2023-05-03,65100.000000,65600.000000,64900.000000,65400.000000,65400.000000,8876749
2023-05-04,65600.000000,65700.000000,64700.000000,65100.000000,65100.000000,9791064
2023-05-08,66300.000000,66300.000000,65400.000000,65900.000000,65900.000000,9405365
2023-05-09,65800.000000,65800.000000,65100.000000,65300.000000,65300.000000,9366861
2023-05-10,65500.000000,65500.000000,64300.000000,64600.000000,64600.000000,13057727
2023-05-11,64700.000000,65100.000000,64200.000000,64200.000000,64200.000000,11648905
2023-05-12,63700.000000,64600.000000,63600.000000,64100.000000,64100.000000,8693913
2023-05-15,64100.000000,64600.000000,63900.000000,64500.000000,64500.000000,8172021
2023-05-16,65800.000000,65900.000000,65300.000000,65400.000000,65400.000000,12334657
2023-05-17,65900.000000,65900.000000,64800.000000,65000.000000,65000.000000,10745504
2023-05-18,66000.000000,66200.000000,65700.000000,66200.000000,66200.000000,14431704
2023-05-19,67800.000000,68400.000000,67500.000000,68400.000000,68400.000000,20349345
2023-05-22,68400.000000,69000.000000,68000.000000,68500.000000,68500.000000,14470308
2023-05-23,68500.000000,68700.000000,68100.000000,68400.000000,68400.000000,8561643
2023-05-24,68100.000000,68700.000000,68000.000000,68500.000000,68500.000000,8192896
2023-05-25,69900.000000,70000.000000,68700.000000,68800.000000,68800.000000,14231160
2023-05-26,69800.000000,70400.000000,69500.000000,70300.000000,70300.000000,19549511
2023-05-30,71300.000000,72300.000000,71200.000000,72300.000000,72300.000000,27476897
2023-05-31,72400.000000,72500.000000,71000.000000,71400.000000,71400.000000,25666087
2023-06-01,70900.000000,71600.000000,70600.000000,70900.000000,70900.000000,14669296
2023-06-02,71700.000000,72200.000000,71600.000000,72200.000000,72200.000000,12161798
2023-06-05,72700.000000,72700.000000,71400.000000,71700.000000,71700.000000,12686829
2023-06-07,71300.000000,71600.000000,70800.000000,71000.000000,71000.000000,14796613
2023-06-08,70400.000000,70900.000000,70000.000000,70900.000000,70900.000000,19165568
2023-06-09,71100.000000,72300.000000,70800.000000,72000.000000,72000.000000,15050209
2023-06-12,72100.000000,72400.000000,70800.000000,71000.000000,71000.000000,12064287
2023-06-13,71700.000000,72200.000000,71600.000000,72000.000000,72000.000000,13227285
2023-06-14,72100.000000,72200.000000,71100.000000,71900.000000,71900.000000,12541046
2023-06-15,72100.000000,72300.000000,71300.000000,71500.000000,71500.000000,13614994
2023-06-16,71800.000000,71900.000000,70900.000000,71800.000000,71800.000000,15373696
2023-06-19,71300.000000,71700.000000,70900.000000,71200.000000,71200.000000,11100887
2023-06-20,70700.000000,71400.000000,70400.000000,71400.000000,71400.000000,11557883
2023-06-21,70700.000000,71200.000000,70400.000000,70500.000000,70500.000000,10626603
2023-06-22,70200.000000,71500.000000,70100.000000,71300.000000,71300.000000,13012557
