city,country,date.utc,location,parameter,value
Paris,FR,2019-06-15 02:00:00+00:00,FR04014,no2,33.9
Paris,FR,2019-06-15 01:00:00+00:00,FR04014,no2,29
Paris,FR,2019-06-15 00:00:00+00:00,FR04014,no2,29.6
Paris,FR,2019-06-14 23:00:00+00:00,FR04014,no2,32.1
Paris,FR,2019-06-14 22:00:00+00:00,FR04014,no2,35.3
Paris,FR,2019-06-14 21:00:00+00:00,FR04014,no2,55
Paris,FR,2019-06-14 20:00:00+00:00,FR04014,no2,41.9
Paris,FR,2019-06-14 19:00:00+00:00,FR04014,no2,25
Paris,FR,2019-06-14 18:00:00+00:00,FR04014,no2,19
Paris,FR,2019-06-14 17:00:00+00:00,FR04014,no2,16.6
Paris,FR,2019-06-14 16:00:00+00:00,FR04014,no2,18.9
Paris,FR,2019-06-14 15:00:00+00:00,FR04014,no2,15.2
Paris,FR,2019-06-14 14:00:00+00:00,FR04014,no2,14.2
Paris,FR,2019-06-14 13:00:00+00:00,FR04014,no2,15.4
Paris,FR,2019-06-14 12:00:00+00:00,FR04014,no2,17.1
Paris,FR,2019-06-14 11:00:00+00:00,FR04014,no2,21.8
Paris,FR,2019-06-14 10:00:00+00:00,FR04014,no2,25.1
Paris,FR,2019-06-14 09:00:00+00:00,FR04014,no2,27.9
Paris,FR,2019-06-14 08:00:00+00:00,FR04014,no2,34.3
Paris,FR,2019-06-14 07:00:00+00:00,FR04014,no2,51.5
Paris,FR,2019-06-14 06:00:00+00:00,FR04014,no2,64.3
Paris,FR,2019-06-14 05:00:00+00:00,FR04014,no2,49.3
Paris,FR,2019-06-14 04:00:00+00:00,FR04014,no2,37.9
Paris,FR,2019-06-14 03:00:00+00:00,FR04014,no2,48.5
Paris,FR,2019-06-14 02:00:00+00:00,FR04014,no2,66.6
Paris,FR,2019-06-14 01:00:00+00:00,FR04014,no2,68.1
Paris,FR,2019-06-14 00:00:00+00:00,FR04014,no2,74.2
Paris,FR,2019-06-13 23:00:00+00:00,FR04014,no2,78.3
Paris,FR,2019-06-13 22:00:00+00:00,FR04014,no2,77.9
Paris,FR,2019-06-13 21:00:00+00:00,FR04014,no2,58.8
Paris,FR,2019-06-13 20:00:00+00:00,FR04014,no2,31.5
Paris,FR,2019-06-13 19:00:00+00:00,FR04014,no2,27.5
Paris,FR,2019-06-13 18:00:00+00:00,FR04014,no2,24
Paris,FR,2019-06-13 17:00:00+00:00,FR04014,no2,38.2
Paris,FR,2019-06-13 16:00:00+00:00,FR04014,no2,36.1
Paris,FR,2019-06-13 15:00:00+00:00,FR04014,no2,28.8
Paris,FR,2019-06-13 14:00:00+00:00,FR04014,no2,19.4
Paris,FR,2019-06-13 13:00:00+00:00,FR04014,no2,18.2
Paris,FR,2019-06-13 12:00:00+00:00,FR04014,no2,17.9
Paris,FR,2019-06-13 11:00:00+00:00,FR04014,no2,22.7
Paris,FR,2019-06-13 10:00:00+00:00,FR04014,no2,24.5
Paris,FR,2019-06-13 09:00:00+00:00,FR04014,no2,30.2
Paris,FR,2019-06-13 08:00:00+00:00,FR04014,no2,35.3
Paris,FR,2019-06-13 07:00:00+00:00,FR04014,no2,40.9
Paris,FR,2019-06-13 06:00:00+00:00,FR04014,no2,39.8
Paris,FR,2019-06-13 05:00:00+00:00,FR04014,no2,37
Paris,FR,2019-06-13 04:00:00+00:00,FR04014,no2,24.6
Paris,FR,2019-06-13 03:00:00+00:00,FR04014,no2,18.8
Paris,FR,2019-06-13 02:00:00+00:00,FR04014,no2,18
Paris,FR,2019-06-13 01:00:00+00:00,FR04014,no2,18.7
Paris,FR,2019-06-13 00:00:00+00:00,FR04014,no2,20
Paris,FR,2019-06-12 23:00:00+00:00,FR04014,no2,26.9
Paris,FR,2019-06-12 22:00:00+00:00,FR04014,no2,25.6
Paris,FR,2019-06-12 21:00:00+00:00,FR04014,no2,29.3
Paris,FR,2019-06-12 20:00:00+00:00,FR04014,no2,29.2
Paris,FR,2019-06-12 19:00:00+00:00,FR04014,no2,23.4
Paris,FR,2019-06-12 18:00:00+00:00,FR04014,no2,25.3
Paris,FR,2019-06-12 17:00:00+00:00,FR04014,no2,24.2
Paris,FR,2019-06-12 16:00:00+00:00,FR04014,no2,23.6
Paris,FR,2019-06-12 15:00:00+00:00,FR04014,no2,16.8
Paris,FR,2019-06-12 14:00:00+00:00,FR04014,no2,20.3
Paris,FR,2019-06-12 13:00:00+00:00,FR04014,no2,17.9
Paris,FR,2019-06-12 12:00:00+00:00,FR04014,no2,15.4
Paris,FR,2019-06-12 11:00:00+00:00,FR04014,no2,0
Paris,FR,2019-06-12 10:00:00+00:00,FR04014,no2,0
Paris,FR,2019-06-12 09:00:00+00:00,FR04014,no2,26.7
Paris,FR,2019-06-12 08:00:00+00:00,FR04014,no2,35.5
Paris,FR,2019-06-12 07:00:00+00:00,FR04014,no2,44.4
Paris,FR,2019-06-12 06:00:00+00:00,FR04014,no2,38.4
Paris,FR,2019-06-12 05:00:00+00:00,FR04014,no2,42.7
Paris,FR,2019-06-12 04:00:00+00:00,FR04014,no2,44.9
Paris,FR,2019-06-12 03:00:00+00:00,FR04014,no2,36.3
Paris,FR,2019-06-12 02:00:00+00:00,FR04014,no2,34.7
Paris,FR,2019-06-12 01:00:00+00:00,FR04014,no2,41.9
Paris,FR,2019-06-12 00:00:00+00:00,FR04014,no2,37.2
Paris,FR,2019-06-11 23:00:00+00:00,FR04014,no2,41.5
Paris,FR,2019-06-11 22:00:00+00:00,FR04014,no2,59.4
Paris,FR,2019-06-11 21:00:00+00:00,FR04014,no2,54.1
Paris,FR,2019-06-11 20:00:00+00:00,FR04014,no2,42.7
Paris,FR,2019-06-11 19:00:00+00:00,FR04014,no2,36.1
Paris,FR,2019-06-11 18:00:00+00:00,FR04014,no2,44.6
Paris,FR,2019-06-11 17:00:00+00:00,FR04014,no2,35.5
Paris,FR,2019-06-11 16:00:00+00:00,FR04014,no2,22.6
Paris,FR,2019-06-11 15:00:00+00:00,FR04014,no2,19.8
Paris,FR,2019-06-11 14:00:00+00:00,FR04014,no2,16.6
Paris,FR,2019-06-11 13:00:00+00:00,FR04014,no2,13.1
Paris,FR,2019-06-11 12:00:00+00:00,FR04014,no2,12.6
Paris,FR,2019-06-11 11:00:00+00:00,FR04014,no2,17.3
Paris,FR,2019-06-11 10:00:00+00:00,FR04014,no2,22.1
Paris,FR,2019-06-11 09:00:00+00:00,FR04014,no2,31.7
Paris,FR,2019-06-11 08:00:00+00:00,FR04014,no2,43.6
Paris,FR,2019-06-11 07:00:00+00:00,FR04014,no2,58
Paris,FR,2019-06-11 06:00:00+00:00,FR04014,no2,55.4
Paris,FR,2019-06-11 05:00:00+00:00,FR04014,no2,58.7
Paris,FR,2019-06-11 04:00:00+00:00,FR04014,no2,52.7
Paris,FR,2019-06-11 03:00:00+00:00,FR04014,no2,32.3
Paris,FR,2019-06-11 02:00:00+00:00,FR04014,no2,29.6
Paris,FR,2019-06-11 01:00:00+00:00,FR04014,no2,19.1
Paris,FR,2019-06-11 00:00:00+00:00,FR04014,no2,19.6
Paris,FR,2019-06-10 23:00:00+00:00,FR04014,no2,24.1
Paris,FR,2019-06-10 22:00:00+00:00,FR04014,no2,24.8
Paris,FR,2019-06-10 21:00:00+00:00,FR04014,no2,23.5
Paris,FR,2019-06-10 20:00:00+00:00,FR04014,no2,22.6
Paris,FR,2019-06-10 19:00:00+00:00,FR04014,no2,22.3
Paris,FR,2019-06-10 18:00:00+00:00,FR04014,no2,18.4
Paris,FR,2019-06-10 17:00:00+00:00,FR04014,no2,19.1
Paris,FR,2019-06-10 16:00:00+00:00,FR04014,no2,15.1
Paris,FR,2019-06-10 15:00:00+00:00,FR04014,no2,11.7
Paris,FR,2019-06-10 14:00:00+00:00,FR04014,no2,9.5
Paris,FR,2019-06-10 13:00:00+00:00,FR04014,no2,9.6
Paris,FR,2019-06-10 12:00:00+00:00,FR04014,no2,11.7
Paris,FR,2019-06-10 11:00:00+00:00,FR04014,no2,12.2
Paris,FR,2019-06-10 10:00:00+00:00,FR04014,no2,14.1
Paris,FR,2019-06-10 09:00:00+00:00,FR04014,no2,18.5
Paris,FR,2019-06-10 08:00:00+00:00,FR04014,no2,16.9
Paris,FR,2019-06-10 07:00:00+00:00,FR04014,no2,23
Paris,FR,2019-06-10 06:00:00+00:00,FR04014,no2,26.7
Paris,FR,2019-06-10 05:00:00+00:00,FR04014,no2,21.3
Paris,FR,2019-06-10 04:00:00+00:00,FR04014,no2,13.7
Paris,FR,2019-06-10 03:00:00+00:00,FR04014,no2,18
Paris,FR,2019-06-10 02:00:00+00:00,FR04014,no2,17.8
Paris,FR,2019-06-10 01:00:00+00:00,FR04014,no2,19.3
Paris,FR,2019-06-10 00:00:00+00:00,FR04014,no2,28.1
Paris,FR,2019-06-09 23:00:00+00:00,FR04014,no2,39.9
Paris,FR,2019-06-09 22:00:00+00:00,FR04014,no2,37.1
Paris,FR,2019-06-09 21:00:00+00:00,FR04014,no2,30.9
Paris,FR,2019-06-09 20:00:00+00:00,FR04014,no2,33.2
Paris,FR,2019-06-09 19:00:00+00:00,FR04014,no2,30.6
Paris,FR,2019-06-09 18:00:00+00:00,FR04014,no2,19.5
Paris,FR,2019-06-09 17:00:00+00:00,FR04014,no2,13
Paris,FR,2019-06-09 16:00:00+00:00,FR04014,no2,10.3
Paris,FR,2019-06-09 15:00:00+00:00,FR04014,no2,7.2
Paris,FR,2019-06-09 14:00:00+00:00,FR04014,no2,7.9
Paris,FR,2019-06-09 13:00:00+00:00,FR04014,no2,10.2
Paris,FR,2019-06-09 12:00:00+00:00,FR04014,no2,14.6
Paris,FR,2019-06-09 11:00:00+00:00,FR04014,no2,14.6
Paris,FR,2019-06-09 10:00:00+00:00,FR04014,no2,16.6
Paris,FR,2019-06-09 09:00:00+00:00,FR04014,no2,25
Paris,FR,2019-06-09 08:00:00+00:00,FR04014,no2,30.2
Paris,FR,2019-06-09 07:00:00+00:00,FR04014,no2,32.7
Paris,FR,2019-06-09 06:00:00+00:00,FR04014,no2,36.7
Paris,FR,2019-06-09 05:00:00+00:00,FR04014,no2,42.2
Paris,FR,2019-06-09 04:00:00+00:00,FR04014,no2,43
Paris,FR,2019-06-09 03:00:00+00:00,FR04014,no2,51.5
Paris,FR,2019-06-09 02:00:00+00:00,FR04014,no2,51.2
Paris,FR,2019-06-09 01:00:00+00:00,FR04014,no2,41
Paris,FR,2019-06-09 00:00:00+00:00,FR04014,no2,55.9
Paris,FR,2019-06-08 23:00:00+00:00,FR04014,no2,47
Paris,FR,2019-06-08 22:00:00+00:00,FR04014,no2,34.8
Paris,FR,2019-06-08 21:00:00+00:00,FR04014,no2,36.7
Paris,FR,2019-06-08 18:00:00+00:00,FR04014,no2,22
Paris,FR,2019-06-08 17:00:00+00:00,FR04014,no2,14.8
Paris,FR,2019-06-08 16:00:00+00:00,FR04014,no2,14.1
Paris,FR,2019-06-08 15:00:00+00:00,FR04014,no2,11.7
Paris,FR,2019-06-08 14:00:00+00:00,FR04014,no2,10.3
Paris,FR,2019-06-08 13:00:00+00:00,FR04014,no2,11.1
Paris,FR,2019-06-08 12:00:00+00:00,FR04014,no2,9.2
Paris,FR,2019-06-08 11:00:00+00:00,FR04014,no2,10.4
Paris,FR,2019-06-08 10:00:00+00:00,FR04014,no2,10.3
Paris,FR,2019-06-08 09:00:00+00:00,FR04014,no2,11.7
Paris,FR,2019-06-08 08:00:00+00:00,FR04014,no2,13
Paris,FR,2019-06-08 07:00:00+00:00,FR04014,no2,14
Paris,FR,2019-06-08 06:00:00+00:00,FR04014,no2,13.8
Paris,FR,2019-06-08 05:00:00+00:00,FR04014,no2,14.1
Paris,FR,2019-06-08 04:00:00+00:00,FR04014,no2,10.7
Paris,FR,2019-06-08 03:00:00+00:00,FR04014,no2,9.8
Paris,FR,2019-06-08 02:00:00+00:00,FR04014,no2,8.4
Paris,FR,2019-06-08 01:00:00+00:00,FR04014,no2,9.6
Paris,FR,2019-06-08 00:00:00+00:00,FR04014,no2,11.3
Paris,FR,2019-06-07 23:00:00+00:00,FR04014,no2,14.4
Paris,FR,2019-06-07 22:00:00+00:00,FR04014,no2,14.7
Paris,FR,2019-06-07 21:00:00+00:00,FR04014,no2,16.3
Paris,FR,2019-06-07 20:00:00+00:00,FR04014,no2,19.4
Paris,FR,2019-06-07 19:00:00+00:00,FR04014,no2,19.9
Paris,FR,2019-06-07 18:00:00+00:00,FR04014,no2,19.1
Paris,FR,2019-06-07 17:00:00+00:00,FR04014,no2,19.5
Paris,FR,2019-06-07 16:00:00+00:00,FR04014,no2,19.5
Paris,FR,2019-06-07 15:00:00+00:00,FR04014,no2,15.6
Paris,FR,2019-06-07 14:00:00+00:00,FR04014,no2,13.1
Paris,FR,2019-06-07 13:00:00+00:00,FR04014,no2,15
Paris,FR,2019-06-07 12:00:00+00:00,FR04014,no2,17.8
Paris,FR,2019-06-07 11:00:00+00:00,FR04014,no2,26.7
Paris,FR,2019-06-07 10:00:00+00:00,FR04014,no2,32.1
Paris,FR,2019-06-07 09:00:00+00:00,FR04014,no2,34.5
Paris,FR,2019-06-07 08:00:00+00:00,FR04014,no2,29.3
Paris,FR,2019-06-07 07:00:00+00:00,FR04014,no2,23
Paris,FR,2019-06-07 06:00:00+00:00,FR04014,no2,28.9
Paris,FR,2019-06-06 14:00:00+00:00,FR04014,no2,15.1
Paris,FR,2019-06-06 13:00:00+00:00,FR04014,no2,16
Paris,FR,2019-06-06 12:00:00+00:00,FR04014,no2,16.5
Paris,FR,2019-06-06 11:00:00+00:00,FR04014,no2,16.4
Paris,FR,2019-06-06 10:00:00+00:00,FR04014,no2,21.2
Paris,FR,2019-06-06 09:00:00+00:00,FR04014,no2,26
Paris,FR,2019-06-06 08:00:00+00:00,FR04014,no2,36
Paris,FR,2019-06-06 07:00:00+00:00,FR04014,no2,43.1
Paris,FR,2019-06-06 06:00:00+00:00,FR04014,no2,40.5
Paris,FR,2019-06-06 05:00:00+00:00,FR04014,no2,40.3
Paris,FR,2019-06-06 04:00:00+00:00,FR04014,no2,28.4
Paris,FR,2019-06-06 03:00:00+00:00,FR04014,no2,19.2
Paris,FR,2019-06-06 02:00:00+00:00,FR04014,no2,15.2
Paris,FR,2019-06-06 01:00:00+00:00,FR04014,no2,18
Paris,FR,2019-06-06 00:00:00+00:00,FR04014,no2,23.8
Paris,FR,2019-06-05 23:00:00+00:00,FR04014,no2,31.8
Paris,FR,2019-06-05 22:00:00+00:00,FR04014,no2,30.3
Paris,FR,2019-06-05 21:00:00+00:00,FR04014,no2,33.7
Paris,FR,2019-06-05 20:00:00+00:00,FR04014,no2,37.5
Paris,FR,2019-06-05 19:00:00+00:00,FR04014,no2,37.8
Paris,FR,2019-06-05 18:00:00+00:00,FR04014,no2,40.8
Paris,FR,2019-06-05 17:00:00+00:00,FR04014,no2,48.8
Paris,FR,2019-06-05 16:00:00+00:00,FR04014,no2,37.9
Paris,FR,2019-06-05 15:00:00+00:00,FR04014,no2,53.5
Paris,FR,2019-06-05 14:00:00+00:00,FR04014,no2,38.3
Paris,FR,2019-06-05 13:00:00+00:00,FR04014,no2,33.6
Paris,FR,2019-06-05 12:00:00+00:00,FR04014,no2,47.2
Paris,FR,2019-06-05 11:00:00+00:00,FR04014,no2,59
Paris,FR,2019-06-05 10:00:00+00:00,FR04014,no2,42.1
Paris,FR,2019-06-05 09:00:00+00:00,FR04014,no2,36.8
Paris,FR,2019-06-05 08:00:00+00:00,FR04014,no2,35.3
Paris,FR,2019-06-05 07:00:00+00:00,FR04014,no2,36.9
Paris,FR,2019-06-05 06:00:00+00:00,FR04014,no2,35.8
Paris,FR,2019-06-05 05:00:00+00:00,FR04014,no2,39.2
Paris,FR,2019-06-05 04:00:00+00:00,FR04014,no2,24.5
Paris,FR,2019-06-05 03:00:00+00:00,FR04014,no2,16.2
Paris,FR,2019-06-05 02:00:00+00:00,FR04014,no2,12.4
Paris,FR,2019-06-05 01:00:00+00:00,FR04014,no2,10.8
Paris,FR,2019-06-05 00:00:00+00:00,FR04014,no2,15.7
Paris,FR,2019-06-04 23:00:00+00:00,FR04014,no2,17.8
Paris,FR,2019-06-04 22:00:00+00:00,FR04014,no2,33.5
Paris,FR,2019-06-04 21:00:00+00:00,FR04014,no2,26.3
Paris,FR,2019-06-04 20:00:00+00:00,FR04014,no2,16.9
Paris,FR,2019-06-04 19:00:00+00:00,FR04014,no2,17
Paris,FR,2019-06-04 18:00:00+00:00,FR04014,no2,25.2
Paris,FR,2019-06-04 17:00:00+00:00,FR04014,no2,23.4
Paris,FR,2019-06-04 16:00:00+00:00,FR04014,no2,26.3
Paris,FR,2019-06-04 15:00:00+00:00,FR04014,no2,21.5
Paris,FR,2019-06-04 14:00:00+00:00,FR04014,no2,18.1
Paris,FR,2019-06-04 13:00:00+00:00,FR04014,no2,17.4
Paris,FR,2019-06-04 12:00:00+00:00,FR04014,no2,17.7
Paris,FR,2019-06-04 11:00:00+00:00,FR04014,no2,19.6
Paris,FR,2019-06-04 10:00:00+00:00,FR04014,no2,23.3
Paris,FR,2019-06-04 09:00:00+00:00,FR04014,no2,38.5
Paris,FR,2019-06-04 08:00:00+00:00,FR04014,no2,50.8
Paris,FR,2019-06-04 07:00:00+00:00,FR04014,no2,53.5
Paris,FR,2019-06-04 06:00:00+00:00,FR04014,no2,47.7
Paris,FR,2019-06-04 05:00:00+00:00,FR04014,no2,36.5
Paris,FR,2019-06-04 04:00:00+00:00,FR04014,no2,28.8
Paris,FR,2019-06-04 03:00:00+00:00,FR04014,no2,41.6
Paris,FR,2019-06-04 02:00:00+00:00,FR04014,no2,35
Paris,FR,2019-06-04 01:00:00+00:00,FR04014,no2,43.9
Paris,FR,2019-06-04 00:00:00+00:00,FR04014,no2,52.4
Paris,FR,2019-06-03 23:00:00+00:00,FR04014,no2,44.6
Paris,FR,2019-06-03 22:00:00+00:00,FR04014,no2,30.5
Paris,FR,2019-06-03 21:00:00+00:00,FR04014,no2,31.1
Paris,FR,2019-06-03 20:00:00+00:00,FR04014,no2,33
Paris,FR,2019-06-03 19:00:00+00:00,FR04014,no2,28.9
Paris,FR,2019-06-03 18:00:00+00:00,FR04014,no2,23.1
Paris,FR,2019-06-03 17:00:00+00:00,FR04014,no2,24.4
Paris,FR,2019-06-03 16:00:00+00:00,FR04014,no2,25.3
Paris,FR,2019-06-03 15:00:00+00:00,FR04014,no2,24.8
Paris,FR,2019-06-03 14:00:00+00:00,FR04014,no2,23.2
Paris,FR,2019-06-03 13:00:00+00:00,FR04014,no2,25.8
Paris,FR,2019-06-03 12:00:00+00:00,FR04014,no2,22.1
Paris,FR,2019-06-03 11:00:00+00:00,FR04014,no2,27.5
Paris,FR,2019-06-03 10:00:00+00:00,FR04014,no2,31.7
Paris,FR,2019-06-03 09:00:00+00:00,FR04014,no2,46
Paris,FR,2019-06-03 08:00:00+00:00,FR04014,no2,43.9
Paris,FR,2019-06-03 07:00:00+00:00,FR04014,no2,50
Paris,FR,2019-06-03 06:00:00+00:00,FR04014,no2,44.1
Paris,FR,2019-06-03 05:00:00+00:00,FR04014,no2,29
Paris,FR,2019-06-03 04:00:00+00:00,FR04014,no2,11.4
Paris,FR,2019-06-03 03:00:00+00:00,FR04014,no2,9.8
Paris,FR,2019-06-03 02:00:00+00:00,FR04014,no2,11.7
Paris,FR,2019-06-03 01:00:00+00:00,FR04014,no2,11.8
Paris,FR,2019-06-03 00:00:00+00:00,FR04014,no2,15.7
Paris,FR,2019-06-02 23:00:00+00:00,FR04014,no2,17.9
Paris,FR,2019-06-02 22:00:00+00:00,FR04014,no2,27.6
Paris,FR,2019-06-02 21:00:00+00:00,FR04014,no2,36.9
Paris,FR,2019-06-02 20:00:00+00:00,FR04014,no2,40.9
Paris,FR,2019-06-02 19:00:00+00:00,FR04014,no2,25.8
Paris,FR,2019-06-02 18:00:00+00:00,FR04014,no2,15.6
Paris,FR,2019-06-02 17:00:00+00:00,FR04014,no2,14.4
Paris,FR,2019-06-02 16:00:00+00:00,FR04014,no2,14.4
Paris,FR,2019-06-02 15:00:00+00:00,FR04014,no2,13.9
Paris,FR,2019-06-02 14:00:00+00:00,FR04014,no2,15
Paris,FR,2019-06-02 13:00:00+00:00,FR04014,no2,13
Paris,FR,2019-06-02 12:00:00+00:00,FR04014,no2,11.5
Paris,FR,2019-06-02 11:00:00+00:00,FR04014,no2,13.1
Paris,FR,2019-06-02 10:00:00+00:00,FR04014,no2,18.1
Paris,FR,2019-06-02 09:00:00+00:00,FR04014,no2,21
Paris,FR,2019-06-02 08:00:00+00:00,FR04014,no2,19.5
Paris,FR,2019-06-02 07:00:00+00:00,FR04014,no2,18.1
Paris,FR,2019-06-02 06:00:00+00:00,FR04014,no2,24.1
Paris,FR,2019-06-02 05:00:00+00:00,FR04014,no2,37.2
Paris,FR,2019-06-02 04:00:00+00:00,FR04014,no2,24.5
Paris,FR,2019-06-02 03:00:00+00:00,FR04014,no2,23.2
Paris,FR,2019-06-02 02:00:00+00:00,FR04014,no2,39.2
Paris,FR,2019-06-02 01:00:00+00:00,FR04014,no2,38.2
