CATEGORY_ID,CATEGORY_NAME,PRODUCT_ID,PRODUCT_NAME,DESCRIPTION,DESCRIPTION - Detail 1,DESCRIPTION - Detail 2,DESCRIPTION - Detail 3,DESCRIPTION - Detail 4,STANDARD_COST,LIST_PRICE,COUNTRY_ID,REGION_ID,LOCATION_ID,WAREHOUSE_ID,QUANTITY,WAREHOUSE_NAME,ADDRESS,POSTAL_CODE,CITY,STATE,COUNTRY_NAME
1,CPU,72,Intel Xeon E5-2630 V3 (OEM/Tray),"Speed:2.4GHz,Cores:8,TDP:85W",Speed:2.4GHz,Cores:8,TDP:85W,,421.9,589.99,CN,3,11,8,50,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,72,Intel Xeon E5-2630 V3 (OEM/Tray),"Speed:2.4GHz,Cores:8,TDP:85W",Speed:2.4GHz,Cores:8,TDP:85W,,421.9,589.99,IN,3,12,9,35,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,72,Intel Xeon E5-2630 V3 (OEM/Tray),"Speed:2.4GHz,Cores:8,TDP:85W",Speed:2.4GHz,Cores:8,TDP:85W,,421.9,589.99,US,2,6,2,155,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
1,CPU,72,Intel Xeon E5-2630 V3 (OEM/Tray),"Speed:2.4GHz,Cores:8,TDP:85W",Speed:2.4GHz,Cores:8,TDP:85W,,421.9,589.99,US,2,8,4,77,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
1,CPU,72,Intel Xeon E5-2630 V3 (OEM/Tray),"Speed:2.4GHz,Cores:8,TDP:85W",Speed:2.4GHz,Cores:8,TDP:85W,,421.9,589.99,AU,3,13,6,35,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,CN,3,11,8,41,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,IN,3,12,9,29,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,US,2,5,1,125,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,US,2,6,2,113,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,US,2,7,3,101,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,US,2,8,4,89,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,CA,2,9,5,77,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,AU,3,13,6,65,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,80,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,399.77,564.89,MX,2,23,7,53,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,CN,3,11,8,28,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,IN,3,12,9,13,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,US,2,5,1,133,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,US,2,6,2,185,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,US,2,7,3,136,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,US,2,8,4,104,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,CA,2,9,5,81,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,AU,3,13,6,60,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,132,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",Speed:3.5GHz,Cores:6,TDP:140W,,481.56,554.99,MX,2,23,7,45,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,228,Intel Xeon E5-2699 V3 (OEM/Tray),"Speed:2.3GHz,Cores:18,TDP:145W",Speed:2.3GHz,Cores:18,TDP:145W,,2867.51,3410.46,US,2,6,2,189,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
1,CPU,228,Intel Xeon E5-2699 V3 (OEM/Tray),"Speed:2.3GHz,Cores:18,TDP:145W",Speed:2.3GHz,Cores:18,TDP:145W,,2867.51,3410.46,AU,3,13,6,141,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,2,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",Speed:2.3GHz,Cores:18,TDP:145W,,2144.4,2554.99,CN,3,11,8,34,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,2,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",Speed:2.3GHz,Cores:18,TDP:145W,,2144.4,2554.99,IN,3,12,9,23,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,2,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",Speed:2.3GHz,Cores:18,TDP:145W,,2144.4,2554.99,US,2,7,3,100,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,2,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",Speed:2.3GHz,Cores:18,TDP:145W,,2144.4,2554.99,CA,2,9,5,71,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,2,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",Speed:2.3GHz,Cores:18,TDP:145W,,2144.4,2554.99,AU,3,13,6,58,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,2,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",Speed:2.3GHz,Cores:18,TDP:145W,,2144.4,2554.99,MX,2,23,7,46,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,46,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",Speed:2.3GHz,Cores:14,TDP:120W,,1925.13,2431.95,CN,3,11,8,7,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,46,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",Speed:2.3GHz,Cores:14,TDP:120W,,1925.13,2431.95,IN,3,12,9,6,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,46,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",Speed:2.3GHz,Cores:14,TDP:120W,,1925.13,2431.95,US,2,7,3,112,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,46,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",Speed:2.3GHz,Cores:14,TDP:120W,,1925.13,2431.95,CA,2,9,5,90,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,46,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",Speed:2.3GHz,Cores:14,TDP:120W,,1925.13,2431.95,AU,3,13,6,29,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,46,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",Speed:2.3GHz,Cores:14,TDP:120W,,1925.13,2431.95,MX,2,23,7,18,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,47,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",Speed:2.7GHz,Cores:12,TDP:130W,,2101.59,2377.09,CN,3,11,8,11,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,47,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",Speed:2.7GHz,Cores:12,TDP:130W,,2101.59,2377.09,IN,3,12,9,0,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,47,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",Speed:2.7GHz,Cores:12,TDP:130W,,2101.59,2377.09,US,2,7,3,66,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,47,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",Speed:2.7GHz,Cores:12,TDP:130W,,2101.59,2377.09,CA,2,9,5,44,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,47,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",Speed:2.7GHz,Cores:12,TDP:130W,,2101.59,2377.09,AU,3,13,6,33,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,47,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",Speed:2.7GHz,Cores:12,TDP:130W,,2101.59,2377.09,MX,2,23,7,22,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,91,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",Speed:2.4GHz,Cores:12,TDP:115W,,1793.53,2259.99,CN,3,11,8,34,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,91,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",Speed:2.4GHz,Cores:12,TDP:115W,,1793.53,2259.99,IN,3,12,9,22,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,91,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",Speed:2.4GHz,Cores:12,TDP:115W,,1793.53,2259.99,US,2,7,3,94,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,91,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",Speed:2.4GHz,Cores:12,TDP:115W,,1793.53,2259.99,CA,2,9,5,70,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,91,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",Speed:2.4GHz,Cores:12,TDP:115W,,1793.53,2259.99,AU,3,13,6,58,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,91,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",Speed:2.4GHz,Cores:12,TDP:115W,,1793.53,2259.99,MX,2,23,7,46,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,98,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",Speed:3.1GHz,Cores:10,TDP:160W,,1781.47,2064.99,CN,3,11,8,45,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,98,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",Speed:3.1GHz,Cores:10,TDP:160W,,1781.47,2064.99,IN,3,12,9,32,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,98,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",Speed:3.1GHz,Cores:10,TDP:160W,,1781.47,2064.99,US,2,7,3,69,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,98,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",Speed:3.1GHz,Cores:10,TDP:160W,,1781.47,2064.99,CA,2,9,5,86,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,98,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",Speed:3.1GHz,Cores:10,TDP:160W,,1781.47,2064.99,AU,3,13,6,72,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,98,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",Speed:3.1GHz,Cores:10,TDP:160W,,1781.47,2064.99,MX,2,23,7,58,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,102,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",Speed:3.0GHz,Cores:12,TDP:160W,,1723.83,2042.69,CN,3,11,8,49,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,102,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",Speed:3.0GHz,Cores:12,TDP:160W,,1723.83,2042.69,IN,3,12,9,36,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,102,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",Speed:3.0GHz,Cores:12,TDP:160W,,1723.83,2042.69,US,2,7,3,73,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,102,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",Speed:3.0GHz,Cores:12,TDP:160W,,1723.83,2042.69,CA,2,9,5,90,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,102,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",Speed:3.0GHz,Cores:12,TDP:160W,,1723.83,2042.69,AU,3,13,6,76,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,102,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",Speed:3.0GHz,Cores:12,TDP:160W,,1723.83,2042.69,MX,2,23,7,62,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,159,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",Speed:2.6GHz,Cores:14,TDP:135W,,1499.26,1994.49,CN,3,11,8,27,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,159,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",Speed:2.6GHz,Cores:14,TDP:135W,,1499.26,1994.49,IN,3,12,9,15,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,159,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",Speed:2.6GHz,Cores:14,TDP:135W,,1499.26,1994.49,US,2,7,3,87,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,159,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",Speed:2.6GHz,Cores:14,TDP:135W,,1499.26,1994.49,CA,2,9,5,63,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,159,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",Speed:2.6GHz,Cores:14,TDP:135W,,1499.26,1994.49,AU,3,13,6,51,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,159,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",Speed:2.6GHz,Cores:14,TDP:135W,,1499.26,1994.49,MX,2,23,7,39,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,160,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",Speed:2.6GHz,Cores:12,TDP:135W,,1540.35,1908.73,CN,3,11,8,33,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,160,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",Speed:2.6GHz,Cores:12,TDP:135W,,1540.35,1908.73,IN,3,12,9,21,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,160,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",Speed:2.6GHz,Cores:12,TDP:135W,,1540.35,1908.73,US,2,7,3,93,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,160,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",Speed:2.6GHz,Cores:12,TDP:135W,,1540.35,1908.73,CA,2,9,5,69,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,160,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",Speed:2.6GHz,Cores:12,TDP:135W,,1540.35,1908.73,AU,3,13,6,57,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,160,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",Speed:2.6GHz,Cores:12,TDP:135W,,1540.35,1908.73,MX,2,23,7,45,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,163,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",Speed:2.1GHz,Cores:16,TDP:120W,,1706.95,1899.99,CN,3,11,8,47,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,163,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",Speed:2.1GHz,Cores:16,TDP:120W,,1706.95,1899.99,IN,3,12,9,35,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,163,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",Speed:2.1GHz,Cores:16,TDP:120W,,1706.95,1899.99,US,2,7,3,107,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,163,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",Speed:2.1GHz,Cores:16,TDP:120W,,1706.95,1899.99,CA,2,9,5,83,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,163,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",Speed:2.1GHz,Cores:16,TDP:120W,,1706.95,1899.99,AU,3,13,6,71,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,163,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",Speed:2.1GHz,Cores:16,TDP:120W,,1706.95,1899.99,MX,2,23,7,59,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,241,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",Speed:2.2GHz,Cores:22,TDP:145W,,1535.62,1756,CN,3,11,8,121,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,241,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",Speed:2.2GHz,Cores:22,TDP:145W,,1535.62,1756,IN,3,12,9,109,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,241,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",Speed:2.2GHz,Cores:22,TDP:145W,,1535.62,1756,US,2,7,3,181,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,241,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",Speed:2.2GHz,Cores:22,TDP:145W,,1535.62,1756,CA,2,9,5,157,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,241,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",Speed:2.2GHz,Cores:22,TDP:145W,,1535.62,1756,AU,3,13,6,145,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,241,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",Speed:2.2GHz,Cores:22,TDP:145W,,1535.62,1756,MX,2,23,7,133,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,242,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",Speed:3.2GHz,Cores:8,TDP:140W,,1519.85,1751.99,CN,3,11,8,121,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
1,CPU,242,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",Speed:3.2GHz,Cores:8,TDP:140W,,1519.85,1751.99,IN,3,12,9,109,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
1,CPU,242,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",Speed:3.2GHz,Cores:8,TDP:140W,,1519.85,1751.99,US,2,7,3,181,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
1,CPU,242,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",Speed:3.2GHz,Cores:8,TDP:140W,,1519.85,1751.99,CA,2,9,5,157,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
1,CPU,242,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",Speed:3.2GHz,Cores:8,TDP:140W,,1519.85,1751.99,AU,3,13,6,145,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
1,CPU,242,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",Speed:3.2GHz,Cores:8,TDP:140W,,1519.85,1751.99,MX,2,23,7,133,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
1,CPU,243,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",Speed:3.4GHz,Cores:6,TDP:135W,,1225.59,1708.86,CN,3,11,8,121,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
